2,1.0000000000,1.0000000000,1.0000000000
3,5.3661977237,7.4882636316,3.7746482928
4,1.0000000000,0.1568327262,1.4742815915
5,2.1830988618,1.1220659079,2.5493895667
6,1.0000000000,1.3617778973,1.0000000000
7,1.0000000000,1.0000000000,0.7096372537
8,1.0000000000,2.0043188557,1.3602530953
9,0.5915494309,0.0610329539,0.1936620732
10,1.0000000000,0.0806564909,0.5483163441
11,0.2732395447,0.6976527263,0.3409971371
12,1.0000000000,1.4116675938,1.0000000000
13,1.0000000000,1.0000000000,1.2146873069
14,1.0000000000,0.1958707926,1.1190935883
15,1.0000000000,1.0000000000,1.0000000000
16,1.0000000000,1.3007044665,0.6800870906
17,0.2042252845,0.4694835230,0.1146340770
18,1.0000000000,0.3717685975,1.0000000000
19,1.0000000000,1.0000000000,1.4026399036
20,1.0000000000,0.9505514230,1.1328548228
21,0.3633802276,0.5755868184,0.5225351707
22,1.0000000000,1.1271480131,0.9237015787
23,1.0000000000,1.0000000000,0.7983788290
24,1.0000000000,0.9023053370,1.0000000000
25,1.0000000000,1.0000000000,1.0947569628
26,1.0000000000,1.2486183415,1.2280320290
27,1.0000000000,1.0000000000,1.0000000000
28,1.0000000000,0.7167042339,0.9310222993
29,1.0000000000,1.0000000000,0.9570808880
30,1.0000000000,1.0747970949,1.0000000000
31,1.0000000000,1.0000000000,1.1156429279
32,1.0000000000,1.1637785484,0.9685139723
33,0.6021126423,0.7347417615,0.7015844817
34,1.0000000000,0.6369809406,1.0240160874
35,1.0000000000,1.0000000000,1.0782475223
36,1.0000000000,1.2754520707,1.0000000000
37,1.0000000000,1.0000000000,0.8543940747
38,1.0000000000,1.0232332160,0.9019486461
39,1.0000000000,1.0000000000,1.0000000000
40,1.0000000000,0.8816091946,1.1332856161
41,0.6816901138,0.7877934092,0.6908319419
42,1.0000000000,1.2260563217,1.0000000000
43,1.0000000000,1.0000000000,0.8759587258
44,1.0000000000,0.8915236220,0.9850902891
45,1.0000000000,1.0000000000,1.0000000000
46,1.0000000000,0.8493669390,1.0637842845
47,1.0000000000,1.0000000000,0.9430466697
48,1.0000000000,1.1814409717,1.0000000000
49,1.0000000000,1.0000000000,1.0375417646
50,1.0000000000,0.9587442381,1.1352941466
