23.190533,-5.254547,118.342738
19.502580,-24.741587,112.013095
14.567947,-38.790535,103.675850
9.036437,-47.327816,95.913099
3.454584,-51.145569,90.363064
-1.768961,-51.160437,87.585463
-6.341821,-48.061663,87.300238
-10.053598,-42.323551,88.695779
-12.756146,-34.394873,90.713379
-14.364701,-24.881699,92.318665
-14.870708,-14.601828,92.750862
-14.350789,-4.481285,91.686859
-12.959850,4.638782,89.255852
-10.906849,12.169568,85.907139
-8.421716,17.836441,82.207743
-5.724995,21.633365,78.663638
-3.007818,23.723155,75.617764
-0.423488,24.341063,73.225741
1.912499,23.732540,71.482047
3.918350,22.127948,70.267974
5.541163,19.741829,69.402904
6.753065,16.781376,68.690162
7.548472,13.452548,67.953596
7.941836,9.958396,67.062620
7.965063,6.489814,65.944312
7.664082,3.212716,64.582827
7.094554,0.256642,63.008640
6.317132,-2.291447,61.281985
5.392902,-4.386925,59.475298
4.379550,-6.021860,57.658513
3.328595,-7.216303,55.889198
2.283779,-8.008911,54.207805
1.280441,-8.448678,52.637090
0.345661,-8.588595,51.184295
-0.501116,-8.481388,49.844736
-1.247190,-8.176964,48.605748
-1.885625,-7.721090,47.450334
-2.414277,-7.154838,46.360160
-2.834880,-6.514421,45.317764
-3.152214,-5.831228,44.308004
-3.373363,-5.131916,43.318837
-3.507050,-4.438564,42.341548
-3.563053,-3.768853,41.370589
-3.551702,-3.136321,40.403158
-3.483444,-2.550690,39.438638
-3.368487,-2.018255,38.477997
-3.216520,-1.542346,37.523230
-3.036502,-1.123804,36.576870
-2.836521,-0.761483,35.641603
-2.623708,-0.452719,34.719998
-2.404207,-0.193764,33.814319
-2.183182,0.019826,32.926435
-1.964865,0.192877,32.057784
-1.752617,0.330334,31.209379
-1.549010,0.437063,30.381858
-1.355920,0.517704,29.575528
-1.174616,0.576574,28.790433
-1.005857,0.617605,28.026410
-0.849971,0.644312,27.283140
-0.706945,0.659792,26.560200
-0.576489,0.666729,25.857094
-0.458106,0.667421,25.173285
-0.351146,0.663805,24.508217
-0.254850,0.657501,23.861333
-0.168393,0.649839,23.232080
-0.090913,0.641904,22.619924
-0.021539,0.634568,22.024348
0.040592,0.628523,21.444858
0.096321,0.624313,20.880979
0.146453,0.622362,20.332261
0.191750,0.622998,19.798275
0.232934,0.626474,19.278609
0.270674,0.632988,18.772873
0.305597,0.642700,18.280694
0.338280,0.655743,17.801715
0.369261,0.672236,17.335595
0.399034,0.692293,16.882009
0.428060,0.716036,16.440645
0.456767,0.743592,16.011208
0.485554,0.775110,15.593415
0.514800,0.810759,15.186999
0.544863,0.850733,14.791708
0.576087,0.895260,14.407302
0.608808,0.944597,14.033562
0.643354,0.999044,13.670282
0.680055,1.058936,13.317276
0.719242,1.124657,12.974378
0.761252,1.196635,12.641443
0.806437,1.275350,12.318351
0.855159,1.361339,12.005008
0.907804,1.455195,11.701352
0.964777,1.557576,11.407353
1.026513,1.669209,11.123025
1.093477,1.790892,10.848422
1.166169,1.923503,10.583654
1.245131,2.068004,10.328890
1.330947,2.225446,10.084371
1.424251,2.396975,9.850419
1.525730,2.583839,9.627450
1.636131,2.787392,9.415997
1.756263,3.009097,9.216719
1.887002,3.250534,9.030434
2.029298,3.513397,8.858137
2.184177,3.799494,8.701036
2.352743,4.110746,8.560588
2.536187,4.449173,8.438537
2.735778,4.816885,8.336967
2.952873,5.216049,8.258354
3.188904,5.648863,8.205627
3.445377,6.117499,8.182240
3.723858,6.624037,8.192241
4.025953,7.170373,8.240356
4.353281,7.758097,8.332069
4.707439,8.388335,8.473695
5.089948,9.061547,8.672452
5.502186,9.777279,8.936502
5.945300,10.533850,9.274963
6.420095,11.327990,9.697859
6.926891,12.154404,10.215989
7.465360,13.005295,10.840682
8.034321,13.869850,11.583392
8.631507,14.733731,12.455108
9.253316,15.578635,13.465520
9.894542,16.381997,14.621940
10.548118,17.116975,15.927954
11.204902,17.752826,17.381877
11.853544,18.255844,18.975102
12.480483,18.590972,20.690549
13.070141,18.724153,22.501483
13.605351,18.625343,24.371047
14.068051,18.271980,26.252856
14.440257,17.652463,28.092917
14.705245,16.769060,29.832940
14.848843,15.639619,31.414845
14.860687,14.297527,32.785898
14.735253,12.789660,33.903703
14.472504,11.172488,34.740173
14.078038,9.506906,35.283739
13.562703,7.852649,35.539459
12.941735,6.263249,35.527086
12.233553,4.782259,35.277623
11.458397,3.441168,34.829105
10.636969,2.259007,34.222360
9.789247,1.243358,33.497380
8.933552,0.392270,32.690638
8.085909,-0.303379,31.833451
7.259699,-0.857525,30.951294
6.465556,-1.286810,30.063840
5.711460,-1.608897,29.185485
5.002953,-1.841222,28.326142
4.343434,-2.000160,27.492115
3.734495,-2.100541,26.686945
3.176250,-2.155412,25.912163
2.667648,-2.175991,25.167908
2.206757,-2.171743,24.453415
1.791007,-2.150520,23.767383
1.417397,-2.118738,23.108240
1.082663,-2.081567,22.474326
0.783411,-2.043117,21.864005
0.516224,-2.006614,21.275743
0.277739,-1.974551,20.708141
0.064707,-1.948831,20.159951
-0.125972,-1.930886,19.630082
-0.297218,-1.921778,19.117586
-0.451761,-1.922290,18.621652
-0.592135,-1.932994,18.141589
-0.720680,-1.954317,17.676815
-0.839549,-1.986587,17.226848
-0.950717,-2.030078,16.791288
-1.055998,-2.085039,16.369820
-1.157056,-2.151727,15.962198
-1.255422,-2.230424,15.568250
-1.352510,-2.321456,15.187871
-1.449633,-2.425209,14.821026
-1.548021,-2.542138,14.467754
-1.648832,-2.672777,14.128170
-1.753169,-2.817741,13.802472
-1.862094,-2.977739,13.490951
-1.976638,-3.153570,13.194001
-2.097816,-3.346126,12.912131
-2.226635,-3.556393,12.645982
-2.364105,-3.785450,12.396345
-2.511247,-4.034460,12.164179
-2.669097,-4.304663,11.950639
-2.838717,-4.597369,11.757102
-3.021194,-4.913935,11.585195
-3.217641,-5.255747,11.436833
-3.429199,-5.624187,11.314257
-3.657028,-6.020595,11.220069
-3.902304,-6.446213,11.157279
-4.166199,-6.902125,11.129349
-4.449868,-7.389165,11.140230
-4.754417,-7.907818,11.194405
-5.080872,-8.458086,11.296911
-5.430133,-9.039338,11.453356
-5.802914,-9.650115,11.669907
-6.199676,-10.287922,11.953242
-6.620536,-10.948974,12.310460
-7.065170,-11.627937,12.748924
-7.532687,-12.317635,13.276022
-8.021500,-13.008783,13.898834
-8.529177,-13.689739,14.623674
-9.052288,-14.346342,15.455515
-9.586258,-14.961863,16.397276
-10.125235,-15.517153,17.449008
-10.662001,-15.991041,18.607004
-11.187938,-16.361039,19.862924
-11.693088,-16.604415,21.203027
-12.166321,-16.699619,22.607669
-12.595641,-16.628005,24.051217
-12.968637,-16.375728,25.502525
-13.273069,-15.935600,26.926087
-13.497565,-15.308625,28.283867
-13.632368,-14.504936,29.537717
-13.670061,-13.543890,30.652124
-13.606191,-12.453176,31.596944
-13.439695,-11.266984,32.349743
-13.173079,-10.023442,32.897370
-12.812308,-8.761659,33.236542
-12.366430,-7.518820,33.373397
-11.846977,-6.327701,33.322138
-11.267212,-5.214899,33.103049
-10.641326,-4.199897,32.740230
-9.983666,-3.294950,32.259382
-9.308045,-2.505618,31.685893
-8.627210,-1.831767,31.043384
-7.952453,-1.268792,30.352759
-7.293391,-0.808883,29.631716
-6.657874,-0.442205,28.894648
-6.052013,-0.157886,28.152812
-5.480284,0.055190,27.414673
-4.945692,0.207815,26.686331
-4.449963,0.310071,25.971963
-3.993741,0.371090,25.274245
-3.576791,0.398953,24.594722
-3.198184,0.400656,23.934118
-2.856466,0.382144,23.292584
-2.549801,0.348388,22.669891
-2.276100,0.303470,22.065574
-2.033124,0.250686,21.479032
-1.818566,0.192648,20.909607
-1.630119,0.131381,20.356623
-1.465528,0.068413,19.819422
-1.322628,0.004856,19.297380
-1.199371,-0.058520,18.789913
-1.093845,-0.121226,18.296483
-1.004285,-0.183004,17.816595
-0.929077,-0.243773,17.349796
-0.866763,-0.303600,16.895670
-0.816034,-0.362666,16.453834
-0.775726,-0.421239,16.023938
-0.744818,-0.479659,15.605655
-0.722419,-0.538319,15.198685
-0.707763,-0.597654,14.802747
-0.700200,-0.658132,14.417582
-0.699186,-0.720254,14.042948
